ID,ROLES,SALARY,EDUCATION,EXPERIENCE,NOC CODE,TEER,BUSINESS,LOCATIONS,PUBLISHED DATES,EMPLOYMENT TYPE,JOB DURATION,WEEKLY HOURS,VACANCIES,WORK PERMIT
41200862,administrative assistant - office,$26.00,Secondary (high) school graduation certificate,7 months to less than 1 year,13110,3,AB Countertops Ltd.,Edmonton (AB),"June 05, 2024",Full time,Permanent employment,35 hours per week,1,Yes
41200857,dispatchers supervisor,$28.50,College/CEGEP,1 year to less than 2 years,12013,2,Fleetex Transport Ltd.,Bolton (ON),"June 05, 2024",Full time,Permanent employment,35 hours per week,1,No
41200824,nanny,$19.00,Other trades certificate or diploma,1 to less than 7 months,44100,4,Lian Zhang,Markham (ON),"June 05, 2024",Full time,Term or contract,30 to 40 hours per week,1,Yes
41200812,administrative assistant,$29.50,Secondary (high) school graduation certificate,1 year to less than 2 years,13110,3,SVPL CANADA,Edmonton (AB),"June 05, 2024",Full time,Permanent employment,30 to 40 hours per week,2,No
41200374,liquor store supervisor,$24.00,Secondary (high) school graduation certificate,1 year to less than 2 years,62010,2,Value Liquor HUB,Edmonton (AB),"June 05, 2024",Full time,Permanent employment,30 to 35 hours per week,2,No
41200363,sales associate - retail,$18.00,Secondary (high) school graduation certificate,Will train,64100,4,Dosanjh 64 Inc.,Grande Prairie (AB),"June 05, 2024",Full time,Permanent employment,35 to 40 hours per week,1,Yes
41200358,cashier,$15.50,Secondary (high) school graduation certificate,Will train,65100,5,RanaCorp Inc,Edmonton (AB),"June 05, 2024",Full time,Permanent employment,35 to 40 hours per week,2,Yes
41200353,carpenter,$28.00,Secondary (high) school graduation certificate,3 years to less than 5 years,72310,2,California Construction Ltd.,Calgary (AB),"June 05, 2024",Full time,Permanent employment,40 hours per week,2,Yes
41200313,child caregiver - private home,$19.00,Secondary (high) school graduation certificate,1 to less than 7 months,44100,4,Aviva Rostas,Toronto (ON),"June 05, 2024",Full time,Permanent employment,30 hours per week,1,Yes
41200073,child caregiver - private home,$20.00,Secondary (high) school graduation certificate,1 to less than 7 months,44100,4,"Gloria Mbong,David Mbong",Millarville (AB),"June 05, 2024",Full time,Permanent employment,30 to 40 hours per week,1,No
41199975,industrial designer,$34.00,Bachelor's degree,3 years to less than 5 years,22211,2,PermaCorp Group of Companies Inc.,London (ON),"June 05, 2024",Full time,Permanent employment,40 hours per week,1,Yes
41199965,cook,$17.50,Secondary (high) school graduation certificate,1 year to less than 2 years,63200,3,Yogesh Hospitality Ltd,Fort Saskatchewan (AB),"June 05, 2024",Full time,Permanent employment,40 hours per week,4,Yes
41199923,office manager,$27.20,Secondary (high) school graduation certificate,2 years to less than 3 years,13100,3,SK Global Traders Limited,Brampton (ON),"June 05, 2024",Full time,Permanent employment,35 hours per week,1,No
41199919,construction helper,$22.50,Secondary (high) school graduation certificate,Will train,75110,5,2367460 Alberta Ltd.,Edmonton (AB),"June 05, 2024",Full time,Permanent employment,40 hours per week,3,Yes
41199908,automotive service technician,$34.00,Secondary (high) school graduation certificate,3 years to less than 5 years,72410,2,Medicine Hat Toyota,Medicine Hat (AB),"June 05, 2024",Full time,Permanent employment,30 to 40 hours per week,1,Yes
41199895,health care aide,$22.65,Secondary (high) school graduation certificate,7 months to less than 1 year,33102,3,The Good Samaritan Society,Magrath (AB),"June 05, 2024",Full time,Permanent employment,35 hours per week,10,No
41459111,plumber helper,$28.50,Secondary (high) school graduation certificate,7 months to less than 1 year,75110,5,Frisoni Mechanical Inc.,Etobicoke (ON),"June 05, 2024",Full time,Permanent employment,32.5 hours per week,1,No
41415307,food service supervisor,$21.00,Secondary (high) school graduation certificate,1 to less than 7 months,62020,2,THE ROYAL CROWN PUB & GRILL,Colborne (ON),"June 05, 2024",Full time,Permanent employment,35 to 40 hours per week,2,Yes
41199886,bookkeeper,0.00,"College, CEGEP or other non-university certificate or diploma from a program of 1 year to 2 years",1 year to less than 2 years,12200,2,Smart Whale Enterprises Ltd.,Cambridge (ON),"June 05, 2024",Full time,Permanent employment,37.5 hours per week,1,Yes
41199819,cook,$17.50,Secondary (high) school graduation certificate,1 year to less than 2 years,63200,3,Alif's Royal Kitchen & Lounge Ltd.,Edmonton (AB),"June 05, 2024",Full time,Permanent employment,32 hours per week,2,No
41199633,retail butcher,$20.00,Secondary (high) school graduation certificate,Will train,63201,3,Kabul Halal Meat Super Market,Etobicoke (ON),"June 05, 2024",Full time,Permanent employment,30 hours per week,2,No
41199368,retail butcher,$20.00,Secondary (high) school graduation certificate,Will train,63201,3,AL-BAQARAH HALAL MEATS INC,Scarborough (ON),"June 05, 2024",Full time,Permanent employment,30 hours per week,4,No
41199332,home child care provider,$17.60,Secondary (high) school graduation certificate,7 months to less than 1 year,44100,4,Jagatveer Brar,Leduc (AB),"June 05, 2024",Full time,Term or contract,35 hours per week,1,No
41199330,food service supervisor,$18.65,Secondary (high) school graduation certificate,1 year to less than 2 years,62020,2,Subway (Millwoods),Edmonton (AB),"June 05, 2024",Full time,Permanent employment,32 hours per week,2,No
41199329,cook,$17.50,Secondary (high) school graduation certificate,Will train,63200,3,Sanremo Italian Bistro,St. Albert (AB),"June 05, 2024",Full time,Permanent employment,35 hours per week,2,Yes
41199295,business development officer,$42.50,Bachelor's degree,1 year to less than 2 years,41402,1,SAZAN IT CONSULTING INC.,Scarborough (ON),"June 05, 2024",Full time,Permanent employment,30 hours per week,1,No
41199273,construction project coordinator,$26.50,College/CEGEP,1 year to less than 2 years,70010,0,Henderson Construction,Port Hope (ON),"June 05, 2024",Full time,Permanent employment,40 hours per week,1,Yes
41198901,nail care technician,$21.00,Secondary (high) school graduation certificate,Will train,63211,3,Diva Nails Inc,Edmonton (AB),"June 05, 2024",Full time,Permanent employment,35 hours per week,1,Yes
41198794,truck drivers supervisor,0.00,Secondary (high) school graduation certificate,7 months to less than 1 year,72024,2,Canadian Flatbeds Ltd.,Milton (ON),"June 05, 2024",Full time,Permanent employment,35 to 40 hours per week,1,No
41198756,shift manager - fast food restaurant,$17.00,Secondary (high) school graduation certificate,7 months to less than 1 year,62020,2,1000405532 Ontario Inc,Kincardine (ON),"June 05, 2024",Full time,Permanent employment,30 to 35 hours per week,2,No
41198752,"assistant manager, restaurant",$22.00,"College, CEGEP or other non-university certificate or diploma from a program of 1 year to 2 years",1 year to less than 2 years,60030,0,2340135 ONTARIO LTD.,Brampton (ON),"June 05, 2024",Full time,Permanent employment,30 to 40 hours per week,1,Yes
41198740,administrative assistant,$25.00,Secondary (high) school graduation certificate,1 to less than 7 months,13110,3,MY DREAM TRAVEL & TOURS INC,Mississauga (ON),"June 05, 2024",Full time,Permanent employment,30 to 35 hours per week,1,Yes
41198738,office administrator,$27.00,Secondary (high) school graduation certificate,7 months to less than 1 year,13100,3,MY DREAM TRAVEL & TOURS INC,Mississauga (ON),"June 05, 2024",Full time,Permanent employment,30 to 35 hours per week,1,Yes
41198729,cook,$17.50,Secondary (high) school graduation certificate,1 year to less than 2 years,63200,3,2484462 Alberta Ltd,Fort Saskatchewan (AB),"June 05, 2024",Full time,Permanent employment,30 to 40 hours per week,5,No
41198538,cook's helper,$17.00,Secondary (high) school graduation certificate,7 months to less than 1 year,65201,5,Jadoo Mantar Enterprises Inc.,Sudbury (ON),"June 05, 2024",Full time,Permanent employment,35 hours per week,1,No
41198454,housekeeping aide,$18.00,"No degree, certificate or diploma",Will train,65310,5,Sara Salaeian,Woodbridge (ON),"June 05, 2024",Full time,Permanent employment,30 hours per week,1,Yes
41198451,early childhood educator (ECE),$20.00,College/CEGEP,1 year to less than 2 years,42202,2,Childventures Early Learning Academy Inc,Maple (ON),"June 05, 2024",Full time,Permanent employment,35 to 40 hours per week,5,No
41419286,"cook, ethnic foods",$19.00,Secondary (high) school graduation certificate,3 years to less than 5 years,63200,3,2679157 Ontario Inc.,Markham (ON),"June 05, 2024",Full time,Permanent employment,40 hours per week,2,Yes
41198442,logistics specialist,$27.00,"College, CEGEP or other non-university certificate or diploma from a program of 1 year to 2 years",1 year to less than 2 years,13201,3,Xinpangao International Trade Corp.,Maple (ON),"June 05, 2024",Full time,Permanent employment,35 hours per week,1,No
41198397,health care aide,$25.00,Other trades certificate or diploma,1 year to less than 2 years,33102,3,Wapiti Community Support Association,Grande Prairie (AB),"June 05, 2024",Full time,Permanent employment,40 hours per week,2,No
41198388,general labourer - farm,$17.60,"No degree, certificate or diploma",Experience an asset,85101,5,CH Norfolk,Tillsonburg (ON),"June 05, 2024",Full time,Permanent employment,40 to 60 hours per week,8,No
41198643,accountant,$43.71,Bachelor's degree,5 years or more,11100,1,Brian's Poultry Services,Hanover (ON),"June 05, 2024",Full time,Permanent employment,30 to 40 hours per week,1,Yes
41197901,office administrator,$27.00,Secondary (high) school graduation certificate,1 year to less than 2 years,13100,3,People's Staffing Services Inc.,Brampton (ON),"June 05, 2024",Full time,Permanent employment,30 to 40 hours per week,2,No
41197900,drywall installer,$30.00,Secondary (high) school graduation certificate,3 years to less than 5 years,73102,3,Impact Builders and Framing Corp,Edmonton (AB),"June 05, 2024",Full time,Permanent employment,32 hours per week,4,No
41197890,chef,$19.00,College/CEGEP,3 years to less than 5 years,62200,2,The Green Door Restaurant & Bakery,Ottawa (ON),"June 05, 2024",Full time,Permanent employment,35 to 44 hours per week,2,No
41195658,painter helper - construction,$29.50,Secondary (high) school graduation certificate,Will train,75110,5,KingB Designing & Painting Ltd,Edmonton (AB),"June 05, 2024",Full time,Permanent employment,35 hours per week,2,Yes
41194076,painter,$25.00,Secondary (high) school graduation certificate,1 year to less than 2 years,73112,3,Painting Experts Col Inc.,Red Deer (AB),"June 04, 2024",Full time,Permanent employment,37.5 hours per week,1,No
41194005,scaffold erector,$30.00,"No degree, certificate or diploma",1 to less than 7 months,75110,5,New View Window Cleaning Ltd.,Toronto (ON),"June 04, 2024",Full time,Permanent employment,37.5 hours per week,2,Yes
41193984,shift manager - fast food restaurant,$20.00,Secondary (high) school graduation certificate,7 months to less than 1 year,62020,2,Burger King,Niagara Falls (ON),"June 04, 2024",Full time,Permanent employment,30 hours per week,1,Yes
41350473,construction worker,$29.50,"No degree, certificate or diploma",Experience an asset,75110,5,PREET HOME FRAMING INC.,Rocky View (AB),"June 04, 2024",Full time,Permanent employment,30 to 40 hours per week,3,Yes
41193911,registered nurse (R.N.),$32.22,Bachelor's degree,Experience an asset,31301,1,2063412 Investment LP,Gravenhurst (ON),"June 04, 2024",Full time,Permanent employment,30 to 40 hours per week,2,Yes
41193542,all-terrain vehicle repairer,$27.27,Secondary (high) school graduation certificate,7 months to less than 1 year,72423,2,Pioneer Oilfield Rentals ULC,Various locations,"June 04, 2024",Full time,Permanent employment,40 hours per week,2,Yes
41193536,all-terrain vehicle repairer,$27.27,Secondary (high) school graduation certificate,7 months to less than 1 year,72423,2,Pioneer Offroad Rentals,Various locations,"June 04, 2024",Full time,Permanent employment,40 hours per week,1,Yes
41193515,retail store supervisor,$21.00,Secondary (high) school graduation certificate,1 year to less than 2 years,62010,2,Cottonwood Esso,Blue Ridge (AB),"June 04, 2024",Full time,Permanent employment,30 to 40 hours per week,1,Yes
41193245,administrative secretary,$26.00,Secondary (high) school graduation certificate,1 year to less than 2 years,13110,3,Pegasus Transport Inc.,London (ON),"June 04, 2024",Full time,Permanent employment,35 hours per week,1,No
41193242,material handler,$20.00,"No degree, certificate or diploma",Will train,75101,5,Norc Windows & Doors,Calgary (AB),"June 04, 2024",Full time,Permanent employment,35 to 40 hours per week,10,No
41193238,bookkeeper,$28.50,"College, CEGEP or other non-university certificate or diploma from a program of 1 year to 2 years",1 year to less than 2 years,12200,2,FRESH TASTE BAKERY,Brampton (ON),"June 04, 2024",Full time,Permanent employment,35 hours per week,1,Yes
41193234,daycare aide,$19.00,Secondary (high) school graduation certificate,Will train,42202,2,Alphabet Downtown,Red Deer (AB),"June 04, 2024",Full time,Permanent employment,40 hours per week,3,No
41193202,shipper-receiver,$20.25,Secondary (high) school graduation certificate,Will train,14400,4,Golden Furniture Limited,Edmonton (AB),"June 04, 2024",Full time,Permanent employment,40 hours per week,2,No
41193203,data entry operator,$24.04,Secondary (high) school graduation certificate,Will train,14111,4,Golden Furniture Limited,Edmonton (AB),"June 04, 2024",Full time,Permanent employment,40 hours per week,2,No
41193198,accounting technician,$24.00,"College, CEGEP or other non-university certificate or diploma from a program of 1 year to 2 years",1 year to less than 2 years,12200,2,Ayo & Company Professional Corporation,Cold Lake (AB),"June 04, 2024",Full time,Permanent employment,37.5 hours per week,4,No
41193176,"helper, millwright",$29.50,Secondary (high) school graduation certificate,Experience an asset,75119,5,1924375 Alberta Inc,Calgary (AB),"June 04, 2024",Full time,Permanent employment,30 to 40 hours per week,2,Yes
41193170,pharmacy technical assistant,$29.50,Secondary (high) school graduation certificate,1 year to less than 2 years,33103,3,2313935 Alberta Ltd,Millet (AB),"June 04, 2024",Full time,Permanent employment,40 hours per week,2,Yes
